,matching_id,pmid,title,journal,journal_short,year,month,day,section,subsection,role,predictprob,cancer_id,cancer_name,cancer_normalized,cancer_start,cancer_end,gene_hugo_id,gene_entrez_id,gene_name,gene_normalized,gene_start,gene_end,sentence,formatted_sentence
68973,67be1f611ae3e80440a8fbd853cb83ae,28937589,Viral-Cellular DNA Junctions as Molecular Markers for Assessing Intra-Tumor Heterogeneity in Cervical Cancer and for the Detection of Circulating Tumor DNA,International Journal of Molecular Sciences,International Journal of Molecular Sciences,2017,10.0,22.0,article,discussion,Driver,0.97701035232065,DOID:3908,NSCLC,lung non-small cell carcinoma,106,111,HGNC:11998,7157,TP53,TP53,94,98,"On the other hand, a study by Zhang et al. describe heterogeneity in TP53 mutations status in TP53 driven NSCLC.","On the other hand, a study by Zhang et al. describe heterogeneity in TP53 mutations status in <b>TP53</b> driven <b>NSCLC</b>."
69755,920bee1be548a1382fbb721b2fc47b4a,28878242,Increased PD-L1 expression and IL-6 secretion characterize human lung tumor-derived perivascular-like cells that promote vascular leakage in a perfusable microvasculature model,Scientific Reports,Scientific Reports,2017,9.0,6.0,article,results,Oncogene,0.7771360367782394,DOID:3908,NSCLC,lung non-small cell carcinoma,113,118,HGNC:11998,7157,p53 (TP53),TP53,75,85,We found an upregulation of periostin (POSTN) and tumor suppressor protein p53 (TP53) in the cells isolated from NSCLC tissue.,We found an upregulation of periostin (POSTN) and tumor suppressor protein <b>p53 (TP53)</b> in the cells isolated from <b>NSCLC</b> tissue.
70254,8e390ed2997c32b925dba06cfbfc21cf,28296343,A genome-wide si RNA screen for regulators of tumor suppressor p53 activity in human non-small cell lung cancer cells identifies components of the RNA splicing machinery as targets for anticancer treatment,Molecular Oncology,Molecular Oncology,2017,5.0,11.0,article,introduction,Tumor_Suppressor,0.9249366536028496,DOID:3908,non-small cell lung cancer (NSCLC),lung non-small cell carcinoma,80,114,HGNC:11998,7157,p53,TP53,20,23,"Inactivation of the p53 tumor suppressor pathway is common in cancer, including non-small cell lung cancer (NSCLC), and correlates with poor survival and resistance to therapy (Petitjean et al ., 2007; Robles and Harris, 2010).","Inactivation of the <b>p53</b> tumor suppressor pathway is common in cancer, including <b>non-small cell lung cancer (NSCLC)</b>, and correlates with poor survival and resistance to therapy (Petitjean et al ., 2007; Robles and Harris, 2010)."
71140,8e390ed2997c32b925dba06cfbfc21cf,25971796,Therapeutic inhibition of TRF1 impairs the growth of p53 -deficient K-Ras G12V - induced lung cancer by induction of telomeric DNA damage,EMBO Molecular Medicine,EMBO Molecular Medicine,2015,5.0,13.0,article,introduction,Tumor_Suppressor,0.9504325386245678,DOID:3908,NSCLC,lung non-small cell carcinoma,62,67,HGNC:11998,7157,p53,TP53,17,20,"Mutations in the p53 tumor suppressor gene are also common in NSCLC, affecting 50% of the cases (Chiba et al ,).","Mutations in the <b>p53</b> tumor suppressor gene are also common in <b>NSCLC</b>, affecting 50% of the cases (Chiba et al ,)."
71615,8e390ed2997c32b925dba06cfbfc21cf,25501825,Mir-660 is downregulated in lung cancer patients and its replacement inhibits lung tumorigenesis by targeting MDM2-p53 interaction,Cell Death & Disease,Cell Death & Disease,2014,12.0,1.0,article,discussion,Tumor_Suppressor,0.952206855216223,DOID:3908,NSCLC,lung non-small cell carcinoma,89,94,HGNC:11998,7157,p53,TP53,30,33,"Several studies indicate that p53 tumor suppressor activity is frequently inactivated in NSCLC patients by mutations (53% of all lung cancer) or by interaction with MDM2, which eliminates wt p53.","Several studies indicate that <b>p53</b> tumor suppressor activity is frequently inactivated in <b>NSCLC</b> patients by mutations (53% of all lung cancer) or by interaction with MDM2, which eliminates wt p53."
71829,9eb6448e78c96c6cb8d5790569211d1a,25890228,"Clinical outcome and expression of mutant P53, P16, and Smad4 in lung adenocarcinoma: a prospective study",World Journal of Surgical Oncology,World Journal of Surgical Oncology,2015,3.0,28.0,abstract,background,Driver,0.8279009156980123,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,38,57,HGNC:11998,7157,TP53,TP53,105,109,"Whole-exome sequencing has shown that lung adenocarcinoma (LAC) can be driven by mutant genes, including TP53, P16, and Smad4.","Whole-exome sequencing has shown that <b>lung adenocarcinoma</b> (LAC) can be driven by mutant genes, including <b>TP53</b>, P16, and Smad4."
72046,9eb6448e78c96c6cb8d5790569211d1a,25713296,The putative tumor suppressor gene EphA3 fails to demonstrate a crucial role in murine lung tumorigenesis or morphogenesis,Disease Models & Mechanisms,Disease Models & Mechanisms,2015,2.0,20.0,article,results,Driver,0.8337218894151147,DOID:3910,lung adenocarcinomas,lung adenocarcinoma,148,168,HGNC:11998,7157,p53,TP53,126,129,"Here, the authors test the applicability of EphA3 -null mice to address the functional importance of EPHA3 in mutant Kras- or p53-loss-driven mouse lung adenocarcinomas.","Here, the authors test the applicability of EphA3 -null mice to address the functional importance of EPHA3 in mutant Kras- or <b>p53</b>-loss-driven mouse <b>lung adenocarcinomas</b>."
74610,9eb6448e78c96c6cb8d5790569211d1a,26988419,Coordination of stress signals by the lysine methyltransferase SMYD2 promotes pancreatic cancer,Genes & Development,Genes & Development,2016,4.0,1.0,article,results,Driver,0.928475528082112,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,53,72,HGNC:11998,7157,p53,TP53,111,114,We performed similar experiments in a mouse model of lung adenocarcinoma driven by oncogenic K-Ras and loss of p53 and again found a key role for SMYD2 in the development of these tumors.,We performed similar experiments in a mouse model of <b>lung adenocarcinoma</b> driven by oncogenic K-Ras and loss of <b>p53</b> and again found a key role for SMYD2 in the development of these tumors.
74910,67be1f611ae3e80440a8fbd853cb83ae,26884725,Inhibition of glycolytic enzyme hexokinase II (HK2) suppresses lung tumor growth,Cancer Cell International,Cancer Cell International,2016,2.0,16.0,article,discussion,Driver,0.8464922843338575,DOID:3908,NSCLC,lung non-small cell carcinoma,121,126,HGNC:11998,7157,p53,TP53,96,99,"Thus, our next study will focus on whether autophagy induced by 2-DG in Kras overexpression and p53 function lose-driven NSCLC is cytoprotective response or not cytotoxic.","Thus, our next study will focus on whether autophagy induced by 2-DG in Kras overexpression and <b>p53</b> function lose-driven <b>NSCLC</b> is cytoprotective response or not cytotoxic."
76238,8e390ed2997c32b925dba06cfbfc21cf,26422603,Bioinformatics Analyses of the Role of Vascular Endothelial Growth Factor in Patients with Non-Small Cell Lung Cancer,PLoS ONE,PLoS ONE,2015,9.0,30.0,article,discussion,Tumor_Suppressor,0.9275318612381526,DOID:3908,NSCLC,lung non-small cell carcinoma,14,19,HGNC:11998,7157,p53,TP53,149,152,"Specially, in NSCLC, the tumor progression and metastasis are considered to be associated with the mutations of some tumor suppressor genes, such as p53, and the mutation of p53 induces VEGF gene expression.","Specially, in <b>NSCLC</b>, the tumor progression and metastasis are considered to be associated with the mutations of some tumor suppressor genes, such as <b>p53</b>, and the mutation of p53 induces VEGF gene expression."
76325,04dfa692c4072abbf6fcb9516f58ed16,24932684,MIF Family Members Cooperatively Inhibit p53 Expression and Activity,PLoS ONE,PLoS ONE,2014,6.0,16.0,article,discussion,Tumor_Suppressor,0.9559577413489962,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,144,163,HGNC:11998,7157,p53,TP53,107,110,"In summary, our studies indicate that MIF and D-DT provide additive and redundant functions in maintaining p53 tumor suppressor levels in human lung adenocarcinoma cells.","In summary, our studies indicate that MIF and D-DT provide additive and redundant functions in maintaining <b>p53</b> tumor suppressor levels in human <b>lung adenocarcinoma</b> cells."
76350,b1dbfeb2a92ae52f1ba0e486ee199f80,26622784,miR-215 functions as a tumor suppressor and directly targets ZEB2 in human non-small cell lung cancer,Oncology Letters,Oncology Letters,2015,8.0,11.0,article,materials and methods,Oncogene,0.8071642561175726,DOID:3908,NSCLC,lung non-small cell carcinoma,124,129,HGNC:14881,9839,ZEB2,ZEB2,4,8,The ZEB2 target was subsequently selected for further investigation as ZEB2 has been identified as an important oncogene in NSCLC and a direct target of miR-215 in renal cell carcinoma.,The <b>ZEB2</b> target was subsequently selected for further investigation as ZEB2 has been identified as an important oncogene in <b>NSCLC</b> and a direct target of miR-215 in renal cell carcinoma.
76351,b1dbfeb2a92ae52f1ba0e486ee199f80,26622784,miR-215 functions as a tumor suppressor and directly targets ZEB2 in human non-small cell lung cancer,Oncology Letters,Oncology Letters,2015,8.0,11.0,article,materials and methods,Oncogene,0.9135428056631671,DOID:3908,NSCLC,lung non-small cell carcinoma,124,129,HGNC:14881,9839,ZEB2,ZEB2,71,75,The ZEB2 target was subsequently selected for further investigation as ZEB2 has been identified as an important oncogene in NSCLC and a direct target of miR-215 in renal cell carcinoma.,The ZEB2 target was subsequently selected for further investigation as <b>ZEB2</b> has been identified as an important oncogene in <b>NSCLC</b> and a direct target of miR-215 in renal cell carcinoma.
78887,04dfa692c4072abbf6fcb9516f58ed16,36868176,Induction and Preliminary Characterization of Neoplastic Pulmonary Nodules in a Transgenic Pig Model,"Lung cancer (Amsterdam, Netherlands)","Lung cancer (Amsterdam, Netherlands)",2024,4.0,1.0,article,introduction,Tumor_Suppressor,0.9811058279163128,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,74,93,HGNC:11998,7157,TP53,TP53,0,4,"TP53 is a tumor suppressor gene, and is the most commonly mutated gene in lung adenocarcinoma, in up to 70% of patients , and around 36% of non-small lung carcinomas.","<b>TP53</b> is a tumor suppressor gene, and is the most commonly mutated gene in <b>lung adenocarcinoma</b>, in up to 70% of patients , and around 36% of non-small lung carcinomas."
78888,9eb6448e78c96c6cb8d5790569211d1a,37069394,Impact of context-dependent autophagy states on tumour progression,Nature cancer,Nature cancer,2023,10.0,2.0,article,introduction,Driver,0.8834736950545405,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,38,57,HGNC:11998,7157,Trp53,TP53,100,105,"Inhibition of autophagy in a model of lung adenocarcinoma, driven by Kras G12D mutation and lack of Trp53 expression, resulted in the accumulation of defective mitochondria and the conversion of adenomas and adenocarcinomas to begin oncocytomas.","Inhibition of autophagy in a model of <b>lung adenocarcinoma</b>, driven by Kras G12D mutation and lack of <b>Trp53</b> expression, resulted in the accumulation of defective mitochondria and the conversion of adenomas and adenocarcinomas to begin oncocytomas."
78933,04dfa692c4072abbf6fcb9516f58ed16,37182602,Combination therapy with MDM2 and MEK inhibitors is effective in patient-derived models of lung adenocarcinoma with concurrent oncogenic drivers and MDM2 amplification,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer,Journal of thoracic oncology : official publicatio...,2024,9.0,1.0,article,introduction,Tumor_Suppressor,0.9725429687011924,DOID:3910,LUAD,lung adenocarcinoma,59,63,HGNC:11998,7157,TP53,TP53,0,4,TP53 is the most commonly altered tumor suppressor gene in LUAD.,<b>TP53</b> is the most commonly altered tumor suppressor gene in <b>LUAD</b>.
79180,67be1f611ae3e80440a8fbd853cb83ae,34244683,Metabolic networks in mutant KRAS-driven tumours: tissue specificities and the microenvironment,Nature reviews. Cancer,Nature reviews. Cancer,2023,6.0,11.0,article,,Driver,0.8175621721583136,DOID:3908,NSCLC,lung non-small cell carcinoma,130,135,HGNC:11998,7157,p53,TP53,173,176,"Interestingly, the aforementioned study demonstrating BCAA metabolism is not an essential pathway in PDA concurrently showed that NSCLC tumours also driven by KRAS* and LOF p53 had elevated flux through the BCATs and relied on BCAAs for tumour growth , emphasizing the tissue dependence of the metabolic phenotype in cancer cells driven by the same genotype.","Interestingly, the aforementioned study demonstrating BCAA metabolism is not an essential pathway in PDA concurrently showed that <b>NSCLC</b> tumours also driven by KRAS* and LOF <b>p53</b> had elevated flux through the BCATs and relied on BCAAs for tumour growth , emphasizing the tissue dependence of the metabolic phenotype in cancer cells driven by the same genotype."
79271,9eb6448e78c96c6cb8d5790569211d1a,34795032,Macrophage-Targeted Therapy Unlocks Antitumoral Cross-talk between IFNγ-Secreting Lymphocytes and IL12-Producing Dendritic Cells,Cancer immunology research,Cancer immunology research,2023,4.0,26.0,article,introduction,Driver,0.81516789902357,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,56,75,HGNC:11998,7157,Trp53,TP53,127,132,"We studied the effects of CSF1Ri treatment in the KP1.9 lung adenocarcinoma mouse model, which is driven by oncogenic Kras and Trp53 mutations and recapitulates key features of the human disease.","We studied the effects of CSF1Ri treatment in the KP1.9 <b>lung adenocarcinoma</b> mouse model, which is driven by oncogenic Kras and <b>Trp53</b> mutations and recapitulates key features of the human disease."
79318,9eb6448e78c96c6cb8d5790569211d1a,35577980,"TP53, CDKN2A/P16, and NFE2L2/NRF2 regulate the incidence of pure- and combined-small cell lung cancer in mice",Oncogene,Oncogene,2023,3.0,25.0,article,discussion,Driver,0.8087210660129701,DOID:3910,LUAD,lung adenocarcinoma,133,137,HGNC:11998,7157,Trp53,TP53,206,211,"Numerous studies have relied on GEMMs to interrogate lung cancer initiation, progression, metastasis and therapeutic response, e.g., LUAD driven by activation of Kras G12D and SCLC with predominant loss of Trp53/Rb1.","Numerous studies have relied on GEMMs to interrogate lung cancer initiation, progression, metastasis and therapeutic response, e.g., <b>LUAD</b> driven by activation of Kras G12D and SCLC with predominant loss of <b>Trp53</b>/Rb1."
79502,67be1f611ae3e80440a8fbd853cb83ae,36538983,Miz1 promotes KRAS-driven lung tumorigenesis by repressing the protocadherin Pcdh10,Cancer letters,Cancer letters,2024,2.0,28.0,article,results,Driver,0.948517622412865,DOID:3908,NSCLC,lung non-small cell carcinoma,75,80,HGNC:11998,7157,P53,TP53,59,62,These data indicate an implication of Miz1 in MT KRAS- and P53 loss-driven NSCLC.,These data indicate an implication of Miz1 in MT KRAS- and <b>P53</b> loss-driven <b>NSCLC</b>.
79503,67be1f611ae3e80440a8fbd853cb83ae,36538983,Miz1 promotes KRAS-driven lung tumorigenesis by repressing the protocadherin Pcdh10,Cancer letters,Cancer letters,2024,2.0,28.0,article,results,Driver,0.940939279886584,DOID:3908,NSCLC,lung non-small cell carcinoma,33,38,HGNC:11998,7157,P53,TP53,61,64,"To determine the role of Miz1 in NSCLC driven by MT KRAS and P53 loss, we used the Kras LSL-G12D/+ Trp53 fl/fl mouse line as a mouse model of NSCLC, which carries a lox-stop-lox (LSL) sequence followed by the KRAS G12D point mutation allele as well as loxP sites flanking exons 2-10 of the transformation related protein 53 (Trp53) gene (referred to hereafter as KP mouse) (Supplementary Fig. 1C).","To determine the role of Miz1 in <b>NSCLC</b> driven by MT KRAS and <b>P53</b> loss, we used the Kras LSL-G12D/+ Trp53 fl/fl mouse line as a mouse model of NSCLC, which carries a lox-stop-lox (LSL) sequence followed by the KRAS G12D point mutation allele as well as loxP sites flanking exons 2-10 of the transformation related protein 53 (Trp53) gene (referred to hereafter as KP mouse) (Supplementary Fig. 1C)."
79807,04dfa692c4072abbf6fcb9516f58ed16,34816788,Utilizing patient information to identify subtype heterogeneity of cancer driver genes,Statistical methods in medical research,Statistical methods in medical research,2022,10.0,3.0,article,method,Tumor_Suppressor,0.9966109598386168,DOID:3910,LUAD,lung adenocarcinoma,61,65,HGNC:11998,7157,TP53,TP53,89,93,"For example, the selection pressure of nonsense mutations at LUAD tumor suppressor genes TP53 and STK11 is higher in current smokers than in past or non-smokers.","For example, the selection pressure of nonsense mutations at <b>LUAD</b> tumor suppressor genes <b>TP53</b> and STK11 is higher in current smokers than in past or non-smokers."
80349,67be1f611ae3e80440a8fbd853cb83ae,34006524,Nedd9 restrains autophagy to limit growth of early stage non-small cell lung cancer,Cancer research,Cancer research,2022,1.0,1.0,abstract,,Driver,0.9653182982996106,DOID:3908,NSCLC,lung non-small cell carcinoma,0,5,HGNC:11998,7157,TP53,TP53,50,54,"NSCLC is commonly driven by mutations in KRAS and TP53, with activation of additional kinases such as SRC promoting tumor invasion.","<b>NSCLC</b> is commonly driven by mutations in KRAS and <b>TP53</b>, with activation of additional kinases such as SRC promoting tumor invasion."
80623,9eb6448e78c96c6cb8d5790569211d1a,33372007,Metastasis and immune evasion from extracellular cGAMP hydrolysis,Cancer discovery,Cancer discovery,2021,11.0,1.0,article,results,Driver,0.9090266767344866,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,116,135,HGNC:11998,7157,Trp53,TP53,178,183,We next analyzed ENPP1 expression in the various stages of tumorigenesis in a genetically engineered mouse model of lung adenocarcinoma driven by oncogenic KRAS G12D and loss of Trp53.,We next analyzed ENPP1 expression in the various stages of tumorigenesis in a genetically engineered mouse model of <b>lung adenocarcinoma</b> driven by oncogenic KRAS G12D and loss of <b>Trp53</b>.
81770,04dfa692c4072abbf6fcb9516f58ed16,32400766,The Role of Natural Products in Revealing NRF2 Function,Natural product reports,Natural product reports,2021,6.0,1.0,article,introduction,Tumor_Suppressor,0.9652097582156332,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,16,35,HGNC:11998,7157,TP53,TP53,104,108,"Furthermore, in lung adenocarcinoma, KEAP1 is as frequently mutated (>30%) as the tumor suppressor gene TP53.","Furthermore, in <b>lung adenocarcinoma</b>, KEAP1 is as frequently mutated (&gt;30%) as the tumor suppressor gene <b>TP53</b>."
81812,67be1f611ae3e80440a8fbd853cb83ae,32046999,Circulating tumor DNA analysis to assess risk of progression after long-term response to PD-(L)1 blockade in NSCLC,Clinical cancer research : an official journal of the American Association for Cancer Research,Clinical cancer research : an official journal of ...,2020,12.0,15.0,article,,Driver,0.9592835535977464,DOID:3908,NSCLC,lung non-small cell carcinoma,42,47,HGNC:11998,7157,TP53,TP53,82,86,"Tumor mutation profiles included expected NSCLC driver mutations in genes such as TP53 and KRAS (Figure 1C, Table S6).","Tumor mutation profiles included expected <b>NSCLC</b> driver mutations in genes such as <b>TP53</b> and KRAS (Figure 1C, Table S6)."
82139,9eb6448e78c96c6cb8d5790569211d1a,31700175,Anti-tumor activity of an engineered decoy receptor targeting CLCF1-CNTFR signaling in lung adenocarcinoma,Nature medicine,Nature medicine,2020,8.0,7.0,abstract,,Driver,0.9166329865862448,DOID:3910,LUAD,lung adenocarcinoma,146,150,HGNC:11998,7157,Trp53,TP53,202,207,"eCNTFR-Fc inhibits tumor growth in multiple xenograft models and an autochthonous, highly aggressive genetically-engineered mouse model (GEMM) of LUAD driven by activation of oncogenic Kras and loss of Trp53.","eCNTFR-Fc inhibits tumor growth in multiple xenograft models and an autochthonous, highly aggressive genetically-engineered mouse model (GEMM) of <b>LUAD</b> driven by activation of oncogenic Kras and loss of <b>Trp53</b>."
82316,67be1f611ae3e80440a8fbd853cb83ae,31548347,Role of KEAP1/NFE2L2 mutations in the chemotherapeutic response of non-small cell lung cancer patients,Clinical cancer research : an official journal of the American Association for Cancer Research,Clinical cancer research : an official journal of ...,2020,7.0,1.0,article,results,Driver,0.8975681654519742,DOID:3908,NSCLC,lung non-small cell carcinoma,78,83,HGNC:11998,7157,TP53,TP53,107,111,"The most frequently mutated genes in the KEAP1/NFE2L2/CUL3 group were classic NSCLC driver genes including TP53 (N=34 (67%)), KRAS (N=13 (25%)), STK11 (N=7 (14%)) and EGFR (N=5 (10%)).","The most frequently mutated genes in the KEAP1/NFE2L2/CUL3 group were classic <b>NSCLC</b> driver genes including <b>TP53</b> (N=34 (67%)), KRAS (N=13 (25%)), STK11 (N=7 (14%)) and EGFR (N=5 (10%))."
83686,9eb6448e78c96c6cb8d5790569211d1a,30087114,BET bromodomain inhibition cooperates with PD-1 blockade to facilitate antitumor response in Kras -mutant non-small cell lung cancer,Cancer immunology research,Cancer immunology research,2019,10.0,1.0,article,results,Driver,0.9726177809073768,DOID:3910,lung adenocarcinomas,lung adenocarcinoma,214,234,HGNC:11998,7157,p53,TP53,267,270,"To test this hypothesis, we employed the use of GEM harboring activating Kras mutations with concurrent p53 deficiency (KP; Fig. 1A), with the rationale that this model mirrors clinical presentations of aggressive lung adenocarcinomas driven by KRAS mutations and/or p53 deficiency.","To test this hypothesis, we employed the use of GEM harboring activating Kras mutations with concurrent p53 deficiency (KP; Fig. 1A), with the rationale that this model mirrors clinical presentations of aggressive <b>lung adenocarcinomas</b> driven by KRAS mutations and/or <b>p53</b> deficiency."
84576,8e390ed2997c32b925dba06cfbfc21cf,21218460,A Front-Line “Window of Opportunity” Phase II Study of Sorafenib in Patients with Advanced Non-small Cell Lung Cancer (NSCLC)- A North Central Cancer Treatment Group Study N0326 1,Cancer,Cancer,2017,12.0,12.0,article,introduction,Tumor_Suppressor,0.9549957467315252,DOID:3908,NSCLC,lung non-small cell carcinoma,105,110,HGNC:11998,7157,p53,TP53,148,151,"A wide variety of prognostic factors that predict response to targeted agents are being investigated for NSCLC, and include tumor suppressor genes (p53 and Rb), growth factor receptors (epidermal growth factor receptor","A wide variety of prognostic factors that predict response to targeted agents are being investigated for <b>NSCLC</b>, and include tumor suppressor genes (<b>p53</b> and Rb), growth factor receptors (epidermal growth factor receptor"
86098,8e390ed2997c32b925dba06cfbfc21cf,26736068,Quantitative Secretomic Analysis Identifies Extracellular Protein Factors that Modulate the Metastatic Phenotype of Non-Small Cell Lung Cancer,Journal of proteome research,Journal of proteome research,2017,2.0,5.0,article,discussion,Tumor_Suppressor,0.954298954288452,DOID:3908,NSCLC,lung non-small cell carcinoma,100,105,HGNC:11998,7157,p53,TP53,42,45,"Chenau et al. previously investigated how p53, a major tumor suppressor, modulates the secretome of NSCLC cells.","Chenau et al. previously investigated how <b>p53</b>, a major tumor suppressor, modulates the secretome of <b>NSCLC</b> cells."
86803,920bee1be548a1382fbb721b2fc47b4a,26872698,Immunogenic chemotherapy sensitizes tumors to checkpoint blockade therapy,Immunity,Immunity,2017,2.0,16.0,article,results,Oncogene,0.8157083406789761,DOID:3908,non-small cell lung cancer (NSCLC),lung non-small cell carcinoma,134,168,HGNC:11998,7157,p53 (TP53),TP53,71,81,"Kirsten rat sarcoma viral oncogene homolog (KRAS) and tumor suppressor p53 (TP53) genes are mutated in ~25% and 50%, respectively, in non-small cell lung cancer (NSCLC) patients.","Kirsten rat sarcoma viral oncogene homolog (KRAS) and tumor suppressor <b>p53 (TP53)</b> genes are mutated in ~25% and 50%, respectively, in <b>non-small cell lung cancer (NSCLC)</b> patients."
87047,04dfa692c4072abbf6fcb9516f58ed16,24989479,Exercise-Induced Lung Cancer Regression: Mechanistic Findings From a Mouse Model,Cancer,Cancer,2015,12.0,17.0,article,discussion,Tumor_Suppressor,0.9842831497509092,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,105,124,HGNC:11998,7157,p53,TP53,66,69,"Essentially, cardiovascular exercise is restoring function of the p53 tumor suppressor in nonmutated p53 lung adenocarcinoma tumors (A549 adenocarcinoma cells do not harbor a p53 mutation).","Essentially, cardiovascular exercise is restoring function of the <b>p53</b> tumor suppressor in nonmutated p53 <b>lung adenocarcinoma</b> tumors (A549 adenocarcinoma cells do not harbor a p53 mutation)."
88189,67be1f611ae3e80440a8fbd853cb83ae,25517383,Targeting mitochondria metabolism for cancer therapy,Nature chemical biology,Nature chemical biology,2015,7.0,1.0,article,,Driver,0.9637834771774668,DOID:3908,NSCLC,lung non-small cell carcinoma,188,193,HGNC:11998,7157,p53,TP53,231,234,"Specifically, studies have demonstrated that phenformin is effective in an experimental model of non-small-cell lung carcinoma (NSCLC) driven by oncogenic Kras and loss of LKB1 but not in NSCLC driven by oncogenic Kras and loss of p53 (ref.).","Specifically, studies have demonstrated that phenformin is effective in an experimental model of non-small-cell lung carcinoma (NSCLC) driven by oncogenic Kras and loss of LKB1 but not in <b>NSCLC</b> driven by oncogenic Kras and loss of <b>p53</b> (ref.)."
89682,9eb6448e78c96c6cb8d5790569211d1a,24444711,Inhibition of KRAS-driven tumorigenicity by interruption of an autocrine cytokine circuit,Cancer discovery,Cancer discovery,2014,10.0,1.0,abstract,,Driver,0.97587929535659,DOID:3910,lung adenocarcinomas,lung adenocarcinoma,82,102,HGNC:11998,7157,p53,TP53,131,134,Combined CYT387 and MEK inhibitor therapy induces regression of aggressive murine lung adenocarcinomas driven by Kras mutation and p53 loss.,Combined CYT387 and MEK inhibitor therapy induces regression of aggressive murine <b>lung adenocarcinomas</b> driven by Kras mutation and <b>p53</b> loss.
90020,04dfa692c4072abbf6fcb9516f58ed16,22040022,Pulmonary adenocarcinoma: A renewed entity in 2011,"Respirology (Carlton, Vic.)","Respirology (Carlton, Vic.)",2014,2.0,3.0,article,introduction,Tumor_Suppressor,0.9480921967120336,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,66,85,HGNC:11998,7157,TP53,TP53,4,8,The TP53 tumour suppressor is the most frequently mutated gene in lung adenocarcinoma (65-70%).,The <b>TP53</b> tumour suppressor is the most frequently mutated gene in <b>lung adenocarcinoma</b> (65-70%).
90138,04dfa692c4072abbf6fcb9516f58ed16,19550424,Chemoprevention of Lung Carcinogenesis in Addicted Smokers and Ex-Smokers,Nature reviews. Cancer,Nature reviews. Cancer,2013,12.0,31.0,article,introduction,Tumor_Suppressor,0.9657235485228556,DOID:3910,lung adenocarcinomas,lung adenocarcinoma,98,118,HGNC:11998,7157,TP53,TP53,179,183,"DNA sequencing of 623 cancer related genes revealed more than 1000 somatic mutations in 188 human lung adenocarcinomas, and 26 of these genes, including the tumor suppressor gene TP53 and the oncogene KRAS, were mutated at significantly high frequencies.","DNA sequencing of 623 cancer related genes revealed more than 1000 somatic mutations in 188 human <b>lung adenocarcinomas</b>, and 26 of these genes, including the tumor suppressor gene <b>TP53</b> and the oncogene KRAS, were mutated at significantly high frequencies."
92392,9eb6448e78c96c6cb8d5790569211d1a,20531305,"EMT, cancer stem cells and drug resistance: an emerging axis of evil in the war on cancer",Oncogene,Oncogene,2011,9.0,20.0,article,introduction,Driver,0.879882805061647,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,62,81,HGNC:11998,7157,p53,TP53,130,133,"Interestingly, cancer cells established from a mouse model of lung adenocarcinoma, driven by oncogenic K-Ras and loss of function p53 mutations, display epithelial plasticity.","Interestingly, cancer cells established from a mouse model of <b>lung adenocarcinoma</b>, driven by oncogenic K-Ras and loss of function <b>p53</b> mutations, display epithelial plasticity."
93073,8e390ed2997c32b925dba06cfbfc21cf,20978195,MicroRNA expression and clinical outcomes in patients treated with adjuvant chemotherapy after complete resection of non-small cell lung carcinoma,Cancer research,Cancer research,2011,11.0,1.0,article,introduction,Tumor_Suppressor,0.9967187795087754,DOID:3908,NSCLC,lung non-small cell carcinoma,88,93,HGNC:11998,7157,p53,TP53,115,118,"MicroRNA-34a has been proposed as a prognostic marker of relapse in surgically resected NSCLC and tumor suppressor p53, frequently inactivated in NSCLC, is known to activate the transcription of miR-34a as well as miR-34b and miR-34c, containing in their promotor a p53 binding site.","MicroRNA-34a has been proposed as a prognostic marker of relapse in surgically resected <b>NSCLC</b> and tumor suppressor <b>p53</b>, frequently inactivated in NSCLC, is known to activate the transcription of miR-34a as well as miR-34b and miR-34c, containing in their promotor a p53 binding site."
94912,9eb6448e78c96c6cb8d5790569211d1a,40486872,Single-Cell Transcriptomic Profiling Reveals KRAS/TP53-Driven Neutrophil Reprogramming in Luad: A Multi-Gene Prognostic Model and Therapeutic Targeting of RHOV.,Oncology research,Oncology research,2025,6.0,9.0,title,,Driver,0.8632686088965736,DOID:3910,Luad,lung adenocarcinoma,90,94,HGNC:11998,7157,TP53,TP53,50,54,Single-Cell Transcriptomic Profiling Reveals KRAS/TP53-Driven Neutrophil Reprogramming in Luad: A Multi-Gene Prognostic Model and Therapeutic Targeting of RHOV.,Single-Cell Transcriptomic Profiling Reveals KRAS/<b>TP53</b>-Driven Neutrophil Reprogramming in <b>Luad</b>: A Multi-Gene Prognostic Model and Therapeutic Targeting of RHOV.
